3	Tìm số liền trước, liền sau
16	Màu nâng cao
95	Phép nhân
114	Phép chia
130	Phép trừ
148	Phép cộng
166	Liên hệ logic
170	Xếp bốn quân (đấu với Tux)
179	Xếp bốn quân (chơi với bạn)
181	Thứ tự bảng chữ cái
191	Mạch điện tương tự
268	Bàn phím đầu tiên của bé
272	Chuột máy tính đầu tiên của bé
281	Xếp hình đơn giản
286	Trang soạn thảo đầu tiên của bé
304	Ghép đồ vật
310	Hoàn thành bức tranh
330	Hộp thăng bằng
359	Đưa bóng tới chỗ Tux
369	Trò thả bi (đấu với Tux)
374	Trò thả bi (chơi với bạn)
376	Bóng đèn nhị phân
400	Khám phá hệ chữ nổi Braille
419	Vui cùng chữ nổi
424	Calcudoku
434	Lịch
493	Vận hành âu thuyền
503	Phân loại
581	Chơi cờ đam (đấu với Tux)
591	Chơi cờ đam (chơi với bạn)
593	Chơi cờ vua (đấu với Tux)
610	Chơi cờ vua (chơi với bạn)
612	Tàn cuộc cờ vua
616	Dòng thời gian
679	Bấm vào chữ thường
686	Bấm vào chữ hoa
690	Bấm và vẽ
695	Bấm vào tôi
703	Học xem đồng hồ
719	Pha màu sơn
738	Pha màu ánh sáng
744	Màu sắc
764	So sánh số
785	La bàn
858	Xếp giống mẫu
872	Tìm chi tiết
901	Mạch điện số
1000	Vẽ bằng bánh răng
1032	Tập viết chữ cái
1036	Tập viết chữ số
1040	Đếm đồ vật
1053	Di chuột hoặc chạm màn hình
1057	Chạm đúp hoặc bấm đúp
1060	Bấm hoặc chạm
1063	Khám phá vật nuôi trong trang trại
1103	Khám phá công trình nổi tiếng
1258	Khám phá động vật thế giới
1300	Khám phá âm nhạc thế giới
1329	Gia đình
1356	Chỉ đúng người thân
1360	Trò mười lăm ô
1365	Tìm ngày
1396	Điều khiển vòi nước
1400	Trò đá bóng
1404	Tạo phân số
1463	Tìm phân số
1473	Dải hoa văn
1500	Tìm vùng trên bản đồ
1970	Tìm quốc gia trên bản đồ
2194	Chữ cái rơi
2198	Quái ăn số: bằng nhau
2221	Quái ăn số: ước số
2225	Quái ăn số: không bằng nhau
2232	Quái ăn số: bội số
2235	Quái ăn số: số nguyên tố
2239	Đọc trục số có vạch chia
2260	Dùng trục số có vạch chia
2275	Phân tích ngữ pháp
2291	Từ loại
2302	Tô màu đồ thị
2308	Trọng lực
2318	Đoán 24
2339	Đoán phép tính
2354	Đoán số
2367	Trò đoán chữ cổ điển
2377	Tháp Hà Nội (đơn giản)
2382	Tháp Hà Nội
2388	Ô lục giác
2392	Gọi tên hình
2440	Nhạc cụ
2473	Luyện gõ bàn phím
2477	Hạ cánh an toàn
2503	Mở rộng vốn từ
2537	Học phép cộng
2545	Học số thập phân
2558	Cộng số thập phân
2570	Trừ số thập phân
2585	Học chữ số
2599	Học số lượng
2611	Học phép trừ
2620	Luyện bấm chuột
2624	Phân biệt tay trái, tay phải
2638	Chữ cái nằm trong từ nào
2646	Tắt hết đèn
2660	Chuyện về Louis Braille
2678	Mũ ảo thuật (phép trừ)
2694	Mũ ảo thuật (phép cộng)
2708	Mê cung
2717	Mê cung vô hình
2724	Mê cung tương đối
2730	Giai điệu
2738	Trò nhớ: ghép chữ hoa với chữ thường (đấu với Tux)
2747	Trò nhớ: ghép chữ hoa với chữ thường
2749	Trò nhớ: đếm số lượng
2761	Trò nhớ: mọi phép tính (đấu với Tux)
2776	Trò nhớ: mọi phép tính
2778	Trò nhớ: cộng và trừ (đấu với Tux)
2783	Trò nhớ: cộng và trừ
2785	Trò nhớ: phép cộng (đấu với Tux)
2799	Trò nhớ: phép cộng
2801	Trò nhớ: phép chia (đấu với Tux)
2816	Trò nhớ: phép chia
2819	Trò nhớ: phép trừ (đấu với Tux)
2833	Trò nhớ: phép trừ
2835	Trò nhớ: nhân và chia (đấu với Tux)
2840	Trò nhớ: nhân và chia
2842	Trò nhớ: phép nhân (đấu với Tux)
2857	Trò nhớ: phép nhân
2859	Trò nhớ: âm thanh (đấu với Tux)
2863	Trò nhớ: âm thanh
2865	Trò nhớ: hình ảnh (đấu với Tux)
2869	Trò nhớ: số và chữ số
2894	Trò nhớ: hình ảnh
2903	Menu chính GCompris
2993	Đi đào vàng
3011	Chữ cái còn thiếu
3019	Tiền
3031	Thối tiền cho Tux
3034	Thối tiền cho Tux, có tiền xu
3036	Tiền có xu
3039	Khám phá mã Morse quốc tế
3060	Ghép lại tranh khảm
3071	Câu hỏi trắc nghiệm
3078	Cờ chín quân (đấu với Tux)
3094	Cờ chín quân (chơi với bạn)
3097	Gọi tên nốt nhạc
3108	Nối số theo thứ tự
3112	Số chẵn và số lẻ
3131	Sắp chữ cái theo thứ tự
3145	Sắp sự kiện theo thời gian
3152	Sắp số theo thứ tự
3171	Sắp câu cho đúng
3179	Chơi cờ Oware (đấu với Tux)
3187	Chơi cờ Oware (chơi với bạn)
3189	Ghép tranh
3215	Giải mã đường đi
3221	Giải mã đường đi tương đối
3224	Mã hoá đường đi
3230	Mã hoá đường đi tương đối
3232	Cờ chốt
3239	Đá phạt đền
3244	Săn điểm khác nhau
3250	Sáng tác dương cầm
3351	Sắp theo thứ tự số
3359	Chơi dương cầm
3370	Gõ nhịp
3387	Vị trí
3410	Lập trình đường đi
3446	Đoàn tàu
3457	Luyện đọc theo hàng ngang
3464	Luyện đọc theo hàng dọc
3467	Vẽ lại hình mẫu
3477	Vẽ hình đối xứng
3483	Năng lượng tái tạo
3496	Đếm số khoảng
3506	Chữ số La Mã
3523	Cân cho thăng bằng
3535	Cân theo hệ đo lường quốc tế
3557	Cân theo hệ đo lường Anh
3574	Chia kẹo
3633	Vẽ trên lưới ô
3638	Vẽ tự do
3677	Số với xúc xắc
3699	Số với quân đô-mi-nô
3717	Hệ Mặt Trời
3918	Lái tàu ngầm
3954	Sudoku
3963	Siêu trí tuệ
3969	Trò xếp hình Tangram
3973	Luyện cộng bằng trò bắn bia
3983	Tính bằng phần bù của 10
3990	Tìm phần bù của 10
3999	Đổi chỗ phần bù của 10
4006	Dùng phần bù của 10
4014	Cờ ca-rô (đấu với Tux)
4019	Cờ ca-rô (chơi với bạn)
4021	Trò trượt ô xếp hình
4024	Phép cộng đặt tính dọc
4041	Phép trừ đặt tính dọc
4065	Phép trừ đặt tính dọc (có nhớ)
4068	Vòng tuần hoàn nước
4083	Từ rơi
