4040	Giải phép cộng, 4 chữ số, 2 hàng.
4046	Giải phép trừ, 2 chữ số, 2 hàng, không nhớ.
4047	Giải phép trừ, 4 hoặc 5 chữ số, 3 hàng.
4048	Giải phép trừ, 4 hoặc 5 chữ số, 4 hàng.
4049	Tự viết phép trừ của con rồi giải.
4050	Viết rồi giải phép trừ, 2 chữ số, 2 hàng, không nhớ.
4051	Giải phép trừ, 2 hoặc 3 chữ số, 2 hàng.
4052	Viết rồi giải phép trừ, 2 hoặc 3 chữ số, 2 hàng.
4053	Viết rồi giải phép trừ, 2 hoặc 3 chữ số, 3 hàng.
4054	Giải phép trừ, 3 hoặc 4 chữ số, 2 hàng.
4055	Viết rồi giải phép trừ, 3 hoặc 4 chữ số, 2 hàng.
4056	Giải phép trừ, 3 hoặc 4 chữ số, 3 hàng.
4057	Giải phép trừ, 4 hoặc 5 chữ số, 2 hàng.
4058	Viết:
4059	Giải:
4060	Giải: %1
4061	Tự viết phép cộng của con rồi giải.
4062	Tự viết phép trừ của con rồi giải.
4063	Sẵn sàng
4064	Kết quả không được là số âm.
4072	Mặt Trời là thứ quan trọng nhất trong vòng tuần hoàn nước. Bấm vào Mặt Trời để bắt đầu vòng tuần hoàn.
4073	Mặt Trời lên, nước biển nóng dần rồi bốc hơi.
4074	Hơi nước ngưng tụ thành mây, mây nặng hạt thì đổ mưa. Bấm vào đám mây.
4075	Mưa làm sông đầy nước, rồi máy bơm đưa nước qua tháp nước tới cho chúng ta. Bấm vào máy bơm để cấp nước cho khu dân cư.
4076	Tháp nước đầy rồi kìa. Bấm vào trạm xử lý nước thải để cho nó chạy.
4077	Giỏi lắm, Tux vừa về tới nhà, bấm vào vòi sen đi.
4078	Quá hay, con đã hoàn thành vòng tuần hoàn nước. Con chơi tiếp được nhé.
4079	Vòng tuần hoàn nước là hành trình của nước từ mặt đất bay lên trời rồi quay lại. Sức nóng Mặt Trời cấp năng lượng làm nước ở biển và các vùng nước khác bốc hơi.
4080	Cây cối cũng thoát hơi nước vào không khí. Hơi nước nguội đi, tụ thành những hạt li ti trong mây. Khi mây gặp luồng khí lạnh trên đất liền thì trút xuống thành mưa.
4081	Một phần nước bị giữ lại giữa các lớp đá hay đất sét, gọi là nước ngầm. Nhưng phần lớn nước chảy tràn trên mặt đất rồi theo sông ra biển.
4082	Việc của con là hoàn thành vòng tuần hoàn nước trước khi Tux về tới nhà. Bấm lần lượt vào các bộ phận làm nên vòng tuần hoàn: Mặt Trời trước, rồi đám mây, trạm bơm nước bên sông, trạm xử lý nước thải, cuối cùng là gạt công tắc để cấp nước cho vòi sen của Tux.
