1166	Lâu đài Chenonceau
1167	Lâu đài Chenonceau là một trong nhiều lâu đài ở thung lũng Loire nổi bật về kiến trúc và ý nghĩa lịch sử, kéo hàng nghìn du khách từ khắp thế giới tới. Một số nhà sử học gọi Chenonceau là Lâu đài của các Quý bà, vì suốt nhiều thế kỷ, chính những người phụ nữ đã ảnh hưởng lớn tới việc xây dựng và phát triển toà lâu đài Pháp này.
1168	Tháp Eiffel
1169	Ngọn tháp sắt nổi tiếng khắp thế giới được dựng cho Triển lãm Quốc tế Paris năm 1889, nhân 100 năm Cách mạng Pháp. Vào ngày khánh thành, đây là công trình cao nhất thế giới.
1170	Công trình nổi tiếng của Pháp
1171	Bấm vào vị trí của công trình được nêu.
1172	Lâu đài Neuschwanstein
1173	Là lâu đài cổ tích tiêu biểu nhất, Neuschwanstein nằm trên một quả đồi hiểm trở gần Füssen, tây nam vùng Bavaria. Nó là nguồn cảm hứng cho các lâu đài Người đẹp ngủ trong rừng ở công viên Disneyland. Lâu đài do vua Ludwig II xứ Bavaria cho xây; ông bị tuyên bố mất trí khi lâu đài gần xong vào năm 1886 và được tìm thấy đã chết vài ngày sau đó. Neuschwanstein là công trình được chụp ảnh nhiều nhất nước Đức và là một trong những điểm du lịch nổi tiếng nhất.
1174	Nhà tắm hoàng gia Trier
1175	Nhà tắm hoàng gia Trier là một quần thể nhà tắm La Mã lớn ở Trier, Đức. Nó thuộc Di sản Thế giới UNESCO gồm các công trình La Mã, Nhà thờ chính toà Thánh Peter và Nhà thờ Đức Bà ở Trier.
1176	Cổng Brandenburg
1177	Cổng Brandenburg là cổng thành duy nhất còn lại của Berlin và tượng trưng cho việc Đông và Tây Berlin thống nhất. Xây vào thế kỷ 18, cổng Brandenburg mở vào đại lộ Unter den Linden rợp bóng cây đoan, con đường từng dẫn thẳng tới cung điện các vua nước Phổ. Đây được xem là một trong những địa danh nổi tiếng nhất châu Âu.
1178	Nhà thờ lớn Berlin
