207	Battery	I = %1A
210	Bulb	I = %1A
215	Resistor	I = %1A
218	Rheostat	I = %1A
625	board1_0	1
626	board1_0	2
627	board1_0	3
628	board1_0	4
635	board3_0	1
636	board3_0	2
637	board3_0	3
638	board3_0	4
640	board4_0	1
641	board4_0	2
642	board4_0	3
643	board4_0	4
918	AndGate	A AND B
924	NandGate	NOT (A AND B)
926	NorGate	NOT (A OR B)
931	OrGate	A OR B
937	XorGate	A XOR B
1192	board5	Castillo de San Marcos
1509	board10_0	Washington
1510	board10_0	Oregon
1511	board10_0	Idaho
1512	board10_0	Montana
1515	board10_0	Nebraska
1516	board10_0	Kansas
1517	board10_0	Colorado
1519	board10_0	Arizona
1522	board10_0	Texas
1523	board10_0	Oklahoma
1524	board10_0	Minnesota
1525	board10_0	Iowa
1526	board10_0	Missouri
1527	board10_0	Arkansas
1528	board10_0	Louisiana
1529	board10_0	Mississippi
1530	board10_0	Tennessee
1531	board10_0	Kentucky
1532	board10_0	Indiana
1533	board10_0	Illinois
1534	board10_0	Wisconsin
1535	board10_0	Michigan
1536	board10_0	Ohio
1538	board10_0	Virginia
1541	board10_0	Georgia
1542	board10_0	Florida
1543	board10_0	Alabama
1544	board10_0	Maryland
1546	board10_0	Delaware
1547	board10_0	Pennsylvania
1549	board10_0	Vermont
1551	board10_0	Maine
1552	board10_0	California
1553	board10_0	Nevada
1554	board10_0	Utah
1555	board10_0	Wyoming
1556	board10_0	Massachusetts
1558	board10_0	Connecticut
1582	board12_0	Punjab
1583	board12_0	Uttarakhand
1584	board12_0	Rajasthan
1586	board12_0	Bihar
1587	board12_0	Gujarat
1588	board12_0	Haryana
1590	board12_0	Jharkhand
1591	board12_0	Maharashtra
1592	board12_0	Chhattisgarh
1593	board12_0	Goa
1594	board12_0	Karnataka
1595	board12_0	Telangana
1597	board12_0	Kerala
1600	board12_0	Sikkim
1601	board12_0	Assam
1603	board12_0	Nagaland
1604	board12_0	Odisha
1605	board12_0	Manipur
1606	board12_0	Mizoram
1607	board12_0	Tripura
1608	board12_0	Meghalaya
1610	board12_0	Delhi
1611	board12_0	Chandigarh
1613	board12_0	Ladakh
1614	board12_0	Lakshadweep
1616	board12_0	Puducherry
1631	board14_0	Heilongjiang
1632	board14_0	Jilin
1633	board14_0	Liaoning
1634	board14_0	Tianjin
1635	board14_0	Beijing
1636	board14_0	Shandong
1637	board14_0	Shanxi
1638	board14_0	Shaanxi
1639	board14_0	Qinghai
1640	board14_0	Tibet
1641	board14_0	Sichuan
1642	board14_0	Chongqing
1643	board14_0	Henan
1644	board14_0	Jiangsu
1645	board14_0	Anhui
1646	board14_0	Hubei
1647	board14_0	Shanghai
1648	board14_0	Zhejiang
1649	board14_0	Fujian
1650	board14_0	Jiangxi
1651	board14_0	Hunan
1652	board14_0	Guizhou
1653	board14_0	Yunnan
1654	board14_0	Guangxi
1655	board14_0	Guangdong
1656	board14_0	Hainan
1657	board14_0	Hebei
1658	board15_0	Council areas of Scotland (North)
1659	board15_0	Aberdeenshire
1660	board15_0	Aberdeen
1661	board15_0	Moray
1662	board15_0	Na h-Eileanan Siar
1663	board15_0	Orkney Islands
1664	board15_0	Shetland Islands
1665	board15_0	Highland
1666	board15_1	Council areas of Scotland (South)
1667	board15_1	Angus
1668	board15_1	Dundee
1669	board15_1	Perth and Kinross
1670	board15_1	Stirling
1671	board15_1	Argyll and Bute
1672	board15_1	Fife
1673	board15_1	Scottish Borders
1674	board15_1	East Lothian
1675	board15_1	Midlothian
1676	board15_1	West Lothian
1677	board15_1	Edinburgh
1678	board15_1	Falkirk
1679	board15_1	South Lanarkshire
1680	board15_1	North Lanarkshire
1681	board15_1	Dumfries and Galloway
1682	board15_1	South Ayrshire
1683	board15_1	East Ayrshire
1684	board15_1	Glasgow
1685	board15_1	East Dunbartonshire
1686	board15_1	West Dunbartonshire
1687	board15_1	East Renfrewshire
1688	board15_1	Renfrewshire
1689	board15_1	Inverclyde
1690	board15_1	North Ayrshire
1691	board15_1	Clackmannanshire
1692	board16_0	Historical regions of Romania
1693	board16_0	Oltenia
1694	board16_0	Muntenia
1695	board16_0	Northern Dobruja
1696	board16_0	Moldavia
1697	board16_0	Bukovina
1698	board16_0	Transylvania
1699	board16_0	Maramureș
1700	board16_0	Crișana
1701	board16_0	Banat
1702	board17_0	Cultural regions of Lithuania
1703	board17_0	Aukštaitija
1704	board17_0	Dzūkija
1705	board17_0	Lithuania Minor
1706	board17_0	Samogitia
1707	board17_0	Suvalkija
1708	board18_0	Autonomous communities or cities of Spain
1709	board18_0	Andalusia
1710	board18_0	Madrid
1711	board18_0	Galicia
1712	board18_0	Castile and León
1713	board18_0	Castilla-La Mancha
1714	board18_0	Catalonia
1715	board18_0	Aragon
1716	board18_0	Valencia
1717	board18_0	Murcia
1718	board18_0	Asturias
1719	board18_0	Basque Country
1720	board18_0	La Rioja
1721	board18_0	Cantabria
1722	board18_0	Navarre
1723	board18_0	Extremadura
1724	board18_0	Canary Islands
1725	board18_0	Balearic Islands
1726	board18_0	Ceuta
1727	board18_0	Melilla
1728	board1_0	Regions of France
1729	board1_0	Corsica
1730	board1_0	Nouvelle-Aquitaine
1731	board1_0	Occitanie
1732	board1_0	Provence-Alpes-Côte d'Azur
1733	board1_0	Auvergne-Rhône-Alpes
1734	board1_0	Centre-Val de Loire
1735	board1_0	Pays de la Loire
1736	board1_0	Île-de-France
1737	board1_0	Brittany
1738	board1_0	Normandy
1739	board1_0	Hauts de France
1740	board1_0	Grand est
1741	board1_0	Bourgogne-Franche-Comté
1742	board2_0	States of Germany
1743	board2_0	Thuringia
1744	board2_0	Schleswig-Holstein
1745	board2_0	Saxony
1746	board2_0	Saxony-Anhalt
1747	board2_0	Saarland
1748	board2_0	Rhineland-Palatinate
1749	board2_0	North Rhine-Westphalia
1750	board2_0	Lower Saxony
1751	board2_0	Mecklenburg-Vorpommern
1752	board2_0	Hesse
1753	board2_0	Hamburg
1754	board2_0	Bremen
1755	board2_0	Brandenburg
1756	board2_0	Berlin
1757	board2_0	Bavaria
1758	board2_0	Baden-Württemberg
1759	board3_0	Provinces of Argentina
1760	board3_0	Tucumán
1761	board3_0	Tierra del Fuego
1762	board3_0	Santiago del Estero
1763	board3_0	Santa Fe
1764	board3_0	Santa Cruz
