0	Tự động
1	Nút Đồng ý
2	Kiểm tra câu trả lời
7	Tìm %n số liền trước.
8	Tìm %n số liền sau.
9	Tìm %n số ở giữa
10	Tìm %n số còn thiếu
11	Tìm các số từ 1 tới 10.
12	Tìm các số từ 0 tới 20.
13	Tìm các số từ 0 tới 100.
14	Tìm các số từ -10 tới -1.
15	Tìm các số từ -10 tới 10.
21	<b>Phím điều khiển:</b>
22	Phím mũi tên: di chuyển
23	Phím cách hoặc Enter: chọn một mục
24	Tìm con bướm màu đỏ san hô
25	Tìm con bướm màu đỏ vang chát
26	Tìm con bướm màu xanh hải quân
27	Tìm con bướm màu vàng ngô
28	Tìm con bướm màu xanh coban
29	Tìm con bướm màu xanh lơ
30	Tìm con bướm màu nâu hạt dẻ
31	Tìm con bướm màu vàng hạnh nhân
32	Tìm con bướm màu xanh saphia
33	Tìm con bướm màu đỏ ngọc hồng
34	Tìm con bướm màu nâu đất
35	Tìm con bướm màu xanh rêu nhạt
36	Tìm con bướm màu hồng cá hồi
37	Tìm con bướm màu nâu sepia
38	Tìm con bướm màu vàng lưu huỳnh
39	Tìm con bướm màu vàng trà
40	Tìm con bướm màu xanh chanh
41	Tìm con bướm màu xanh ngọc lam
42	Tìm con bướm màu xanh ngải
43	Tìm con bướm màu nâu gụ
44	Tìm con bướm màu xanh ngọc biển
45	Tìm con bướm màu trắng thạch cao
46	Tìm con bướm màu vàng hổ phách
47	Tìm con bướm màu tím thạch anh
48	Tìm con bướm màu xanh hồi
49	Tìm con bướm màu đỏ son
50	Tìm con bướm màu trắng chì
51	Tìm con bướm màu nâu vàng nhạt
52	Tìm con bướm màu xanh nõn chuối
53	Tìm con bướm màu xanh lục bảo
54	Tìm con bướm màu tím cà
55	Tìm con bướm màu hồng cánh sen
56	Tìm con bướm màu xanh phấn
57	Tìm con bướm màu nâu đỏ
58	Tìm con bướm màu xanh da trời
59	Tìm con bướm màu nâu xám
60	Tìm con bướm màu nâu khói
61	Tìm con bướm màu đỏ thẫm
62	Tìm con bướm màu xanh men ngọc
63	Tìm con bướm màu xanh thiên thanh
64	Tìm con bướm màu xám bồ câu
65	Tìm con bướm màu đỏ ngọc hồng lựu
66	Tìm con bướm màu chàm
