3001	realrainbow.ogg - dùng khi có cục vàng mới hiện ra
3002	metalpaint.wav - phối lại, dùng khi nhặt được cục vàng
3003	Tìm chỗ lấp lánh rồi phóng to quanh chỗ đó. Nếu dùng chuột thì đưa con trỏ vào chỗ lấp lánh rồi lăn bánh xe. Nếu dùng bàn di thì đưa con trỏ vào chỗ lấp lánh rồi kéo một ngón ở vùng bên phải hoặc hai ngón ở giữa. Trên màn hình cảm ứng thì kéo hai ngón ra xa chỗ lấp lánh, mỗi ngón một hướng.
3004	Tốt lắm, con đang phóng to đấy. Cứ tiếp tục tới khi thấy cục vàng.
3005	Ơ, cẩn thận, con đang phóng to ra quá xa chỗ lấp lánh rồi.
3006	Thấy cục vàng rồi đấy, bấm vào để nhặt nó lên.
3007	Ơ, con ở xa cục vàng quá nên không thấy được. Thu nhỏ lại rồi phóng to lại thật sát chỗ lấp lánh.
3008	Giờ thu nhỏ lại và tìm một chỗ lấp lánh khác nào.
3009	Cứ thu nhỏ tiếp tới khi thấy chỗ lấp lánh.
3010	Thấy chỗ lấp lánh rồi đấy, phóng to vào đi.
3016	Rất tiếc, hoạt động này chưa có bản dịch cho ngôn ngữ của bạn.
3017	GCompris do cộng đồng KDE phát triển, bạn có thể góp sức dịch GCompris bằng cách tham gia một nhóm dịch tại <a href="%2">%2</a>
3018	Chúng tôi tạm chuyển hoạt động này sang tiếng Anh, nhưng bạn chọn được ngôn ngữ khác trong hộp thoại cài đặt.
3024	Mũi tên trái và phải: di chuyển trong một vùng
3025	Tab: chuyển qua lại giữa vùng dưới và vùng trên
3026	Bấm vào tiền xu hoặc tờ tiền ở cuối màn hình để trả. Muốn bỏ bớt một đồng xu hay tờ tiền thì bấm vào nó ở vùng trên màn hình.
3027	Tux vừa mua vài món ở cửa hàng của con.\nBạn ấy đưa con %1, con thối lại tiền cho bạn ấy nhé.
3028	Số tiền tới 10 đơn vị.
3029	Số tiền tới 100 đơn vị.
3030	Số tiền tới 1000 đơn vị.
3044	Khám phá mã Morse
3045	Mã Morse do Samuel Morse nghĩ ra. Đây là cách truyền chữ viết bằng một chuỗi tiếng bật tắt, ánh sáng hoặc tiếng gõ.
3046	Mỗi ký hiệu Morse ứng với một ký tự (chữ cái hoặc chữ số) hay một ký hiệu quy ước, và được biểu diễn bằng một chuỗi chấm và gạch riêng. Một gạch dài gấp ba lần một chấm. Để truyền tin nhanh hơn, mã được thiết kế sao cho những chữ cái hay gặp nhất có chuỗi chấm gạch ngắn nhất.\nChẳng hạn chữ cái hay gặp nhất trong tiếng Anh là "E" thì có mã ngắn nhất: một chấm.
3047	Khi nào sẵn sàng, hãy bấm vào Tux, chúng ta sẽ trò chuyện bằng mã Morse.
3048	Mã Morse: %1
3049	Chữ cái hoặc chữ số: %1
3050	Chữ cái.
3051	Gửi thông điệp %1 bằng mã Morse.
3052	Đổi thông điệp %1 sang chữ cái.
3053	Tìm chữ cái tương ứng.
3054	Chữ số.
3055	Đổi thông điệp %1 sang chữ số.
3056	Tìm chữ số tương ứng.
3057	Từ ngữ.
3058	Viết ra mã Morse con vừa nghe.
3059	Đổi thông điệp thành một từ.
3064	Phím mũi tên: di chuyển trong một vùng
3065	Phím cách hoặc Enter: chọn hoặc đặt một món
3066	Tab: chuyển qua lại giữa danh sách món và bức tranh khảm
3067	Tới 5 món, trên một hàng.
3068	Tới 8 món, trên một hàng.
3069	Tới 16 món, trên nhiều hàng.
3070	Tới 24 món, trên nhiều hàng.
3075	Mũi tên lên xuống: đi qua danh sách câu trả lời
3076	Phím cách: chọn hoặc bỏ chọn câu trả lời đang sáng
3077	Enter: xác nhận câu trả lời, hoặc đóng khung nhận xét
3082	Đặt một quân
3083	Đi một quân
3084	Ăn một quân
3085	Chúc mừng
3086	Chúc mừng người chơi 1
3087	Chúc mừng người chơi 2
3088	Thử lại nào
3089	Con và Tux mỗi bên có 9 quân, lần lượt đặt quân vào các điểm trống trên bàn cờ bằng cách bấm vào điểm đó.
3090	Nếu con xếp được ba quân thành một hàng thì chọn một quân của Tux để ăn. Quân đang nằm trong hàng ba thì không ăn được, trừ khi trên bàn không còn quân nào khác.
3091	Đặt hết quân rồi thì con và Tux lần lượt đi quân. Bấm vào một quân của mình, rồi bấm vào điểm trống bên cạnh để chuyển nó tới đó. Điểm màu xanh là chỗ đi được.
3092	Khi chỉ còn 3 quân, các quân đó được phép "bay" tới bất kỳ điểm trống nào trên bàn cờ.
3093	Nếu con khiến máy không đi được nữa, hoặc làm máy còn ít hơn 3 quân, thì con thắng.
3101	Nốt mới: %1
3102	%1%
