207	Battery	I = %1A
210	Bulb	I = %1A
215	Resistor	I = %1A
218	Rheostat	I = %1A
625	board1_0	1
626	board1_0	2
627	board1_0	3
628	board1_0	4
635	board3_0	1
636	board3_0	2
637	board3_0	3
638	board3_0	4
640	board4_0	1
641	board4_0	2
642	board4_0	3
643	board4_0	4
918	AndGate	A AND B
924	NandGate	NOT (A AND B)
926	NorGate	NOT (A OR B)
931	OrGate	A OR B
937	XorGate	A XOR B
1192	board5	Castillo de San Marcos
1279	board2	The polar bear is one of the world's largest predatory mammals. It weighs up to a ton and can be as long as 3 meters!
1280	board2	Kangaroo
1281	board2	The kangaroo lives in Australia and is well-known for the pouch on its belly used to cradle baby kangaroos.
1282	board2	Scarlet macaw
1283	board2	The scarlet macaw lives in South America and is a big and bright colored parrot, able to learn up to 100 words!
1284	board2	Moose
1285	board2	Being the largest of all the deers, the moose eats as much as 25 kg per day. However, it's not easy, so sometimes the moose has to stand on its hind legs to reach branches up to 4 meters!
1286	board2	Explore wild animals from around the world.
1287	board2	Click on the location where the given animal lives.
1288	board3	Crocodile
1289	board3	The crocodile is a large amphibious reptile. It lives mostly in large tropical rivers, where it is an ambush predator.
1290	board3	Komodo dragon
1291	board3	The Komodo dragon is the largest living lizard (up to 3 meters). It lives in the Indonesian islands.
1292	board3	Koala
1293	board3	Koalas are herbivore marsupials that live in the eucalyptus forests of eastern Australia.
1294	board3	Ring-tailed lemur
1295	board3	The ring-tailed lemur is a primate that lives in the dry regions of southwest Madagascar. Its striped tail makes it easy to recognize.
1296	board3	Panda
1297	board3	The panda is a bear with black and white fur that lives in a few mountain ranges in central China. Pandas mostly eat bamboo.
1298	board3	Explore wild animals from around the world.
1299	board3	Click on the location where the given animal lives.
1304	ActivityInfo	In the first level, enjoy exploring music from around the world. Click on each suitcase to learn about the music from that area, and listen to a short sample. Study well, because you will be tested in level 2 and 3.
1305	ActivityInfo	In the second level you will hear a sample of music, and you must select the location that corresponds to this music. Click on the play button if you'd like to hear the music again.
1306	ActivityInfo	In the third level, you must select the location that matches the text description on the screen.
1307	ActivityInfo	Images from https://commons.wikimedia.org/wiki, https://archive.org
1308	board1	Australia
1309	board1	Aboriginals were the first people to live in Australia. They sing and play instruments, like the didgeridoo. It is made from a log and can be up to five meters long!
1310	board1	Africa
1311	board1	Music is a part of everyday life in Africa. African music features a great variety of drums, and they believe it is a sacred and magical instrument.
1312	board1	Middle East
1313	board1	Music is a very important part of middle eastern culture. Specific songs are played to call worshipers to prayer. The lute is an instrument invented thousands of years ago and still in use today.
1314	board1	Japan
1315	board1	Taiko drumming comes from Japan. This type of drumming was originally used to scare enemies in battle. It is very loud, and performances are very exciting with crowds cheering and performers yelling!
1316	board1	Scotland and Ireland
1317	board1	Folk music of this region is called celtic music. It often incorporates a narrative poem or story. Typical instruments include bagpipes, fiddles, flutes, harps, and accordions.
1318	board1	Italy
1319	board1	Italy is famous for its Opera. Opera is a musical theater where actors tell a story by acting and singing. Opera singers, both male and female, learn special techniques to sing operas.
1320	board1	European Classical Music
1321	board1	Europe is the home of classical music. Famous composers like Bach, Beethoven, and Mozart forever changed music history.
1322	board1	Mexico
1323	board1	Mariachi is a famous type of Mexican music. It features guitars, trumpets, and violins. These bands play for many occasions, including weddings and parties.
1324	board1	United States of America
1325	board1	USA also has a wide variety of musical genres, but perhaps it is most famous for rock n' roll music. This music features vocalists, guitars, and drums.
1326	board1	Explore world music. Click on the suitcases.
1327	board1	Click on the location that matches the music you hear.
1328	board1	Click on the location that matches the text.
1334	Family	Me
1335	Family	?
1336	Family	Select one of the pairs corresponding to: %1
1337	FamilyDataset	Father
1338	FamilyDataset	Grandfather
1339	FamilyDataset	Uncle
1340	FamilyDataset	Mother
1341	FamilyDataset	Grandmother
1342	FamilyDataset	Aunt
1343	FamilyDataset	Brother
1344	FamilyDataset	Cousin
1345	FamilyDataset	Sister
1346	FamilyDataset	Granddaughter
1347	FamilyDataset	Grandson
1348	FamilyDataset	Nephew
1349	FamilyDataset	Niece
1350	FamilyDataset	Father-in-law
1351	FamilyDataset	Mother-in-law
1352	FamilyDataset	Sister-in-law
1353	FamilyDataset	Brother-in-law
1354	FamilyDataset	Daughter-in-law
1355	FamilyDataset	Son-in-law
1364	ActivityInfo	Arrows: move a piece to the empty space.
1370	find_the_day_dataset	Find the date 13 days after May 3rd.
1371	find_the_day_dataset	Find the date 7 days after October 1st.
1372	find_the_day_dataset	Find the date 31 days after July 12th.
1373	find_the_day_dataset	Find the date two weeks after November 27th.
1374	find_the_day_dataset	Find the date 19 days before September 1st.
1375	find_the_day_dataset	Find the date 5 days before December 8th.
1376	find_the_day_dataset	Find the day of the week 3 days after December 5th.
1377	find_the_day_dataset	Find the day of the week 12 days before November 12th.
1378	find_the_day_dataset	Find the day of the week 32 days after January 5th.
1379	find_the_day_dataset	Find the day of the week 5 days after February 23rd.
1380	find_the_day_dataset	Find the day of the week 17 days before August 16th.
1381	find_the_day_dataset	Find the date 2 weeks and 3 days after January 12th.
1382	find_the_day_dataset	Find the date 3 weeks and 2 days after March 22nd.
1383	find_the_day_dataset	Find the date 5 weeks and 6 days after October 5th.
1384	find_the_day_dataset	Find the date 1 week and 1 day before August 8th.
1385	find_the_day_dataset	Find the date 2 weeks and 5 days before July 2nd.
1386	find_the_day_dataset	Find the day of the week 5 months and 2 days after July 3rd.
1387	find_the_day_dataset	Find the day of the week 2 months and 4 days after October 8th.
1388	find_the_day_dataset	Find the day of the week 1 month and 3 days before December 28th.
1389	find_the_day_dataset	Find the day of the week 8 months and 7 days after February 28th.
1390	find_the_day_dataset	Find the day of the week 3 months and 3 days before September 15th.
1391	find_the_day_dataset	Find the date 2 months, 1 week and 5 days after January 12th.
1392	find_the_day_dataset	Find the date 3 months, 2 weeks and 1 day after August 23rd.
1393	find_the_day_dataset	Find the date 5 months, 3 weeks and 2 days after March 20th.
1394	find_the_day_dataset	Find the date 1 month 1 week and 1 day before September 10th.
1395	find_the_day_dataset	Find the date 2 months, 1 week and 8 days before April 7th.
1408	fractions_create	Find the represented fraction.
1409	Data	Simplified fractions with a pie.
1410	Data	Select one half of the pie.
1411	Data	Select one-third of the pie.
1412	Data	Select two-thirds of the pie.
1413	Data	Select one-quarter of the pie.
1414	Data	Select two-fifths of the pie.
1415	Data	Select one pie and one-quarter of a pie.
1416	Data	Select one pie and two-fifths of a pie.
1417	Data	Select one pie and one-third of a pie.
1418	Data	Select one pie and one half of a pie.
1419	Data	Select one pie and three-quarters of a pie.
1420	Data	Specific questions with a square.
1421	Data	Select as many parts as you can without taking more than half of the square.
1422	Data	Simplified fractions with a square.
1423	Data	Select one half of the square.
1424	Data	Select one-third of the square.
1425	Data	Select two-thirds of the square.
1426	Data	Select one-quarter of the square.
1427	Data	Select two-fifths of the square.
1428	Data	Select one square and one-quarter of a square.
1429	Data	Select one square and two-fifths of a square.
1430	Data	Select one square and one-third of a square.
1431	Data	Select one square and one half of a square.
1432	Data	Select one square and three-quarters of a square.
1433	Data	Non-simplified fractions with a pie.
1434	Data	Select three-fifths of the pie.
1435	Data	Non-simplified fractions with a square.
1436	Data	Select three-fifths of the square.
1437	Data	Decimal numbers with a pie.
1438	Data	Select 0.5 pie.
1439	Data	Select 0.25 pie.
1440	Data	Select 0.4 pie.
