1631	Hắc Long Giang
1632	Cát Lâm
1633	Liêu Ninh
1634	Thiên Tân
1635	Bắc Kinh
1636	Sơn Đông
1637	Sơn Tây
1638	Thiểm Tây
1639	Thanh Hải
1640	Tây Tạng
1641	Tứ Xuyên
1642	Trùng Khánh
1643	Hà Nam
1644	Giang Tô
1645	An Huy
1646	Hồ Bắc
1647	Thượng Hải
1648	Chiết Giang
1649	Phúc Kiến
1650	Giang Tây
1651	Hồ Nam
1652	Quý Châu
1653	Vân Nam
1654	Quảng Tây
1655	Quảng Đông
1656	Hải Nam
1657	Hà Bắc
1658	Các vùng hành chính Scotland (miền Bắc)
1666	Các vùng hành chính Scotland (miền Nam)
1692	Các vùng lịch sử của Romania
1702	Các vùng văn hoá của Litva
1708	Các cộng đồng và thành phố tự trị của Tây Ban Nha
1728	Các vùng của nước Pháp
1742	Các bang của nước Đức
1759	Các tỉnh của Argentina
1783	Các tỉnh của Ba Lan
1883	Các hạt của Na Uy
1937	Các bang của Mexico
2008	Châu Đại Dương
2009	Quần đảo Pitcairn
2010	Polynesia thuộc Pháp
2012	Palau
2013	Quần đảo Mariana
2014	Micronesia
2015	Nauru
2016	Vanuatu
2017	Tuvalu
2018	Tonga
2019	Nouvelle-Calédonie
2020	Quần đảo Marshall
2021	Kiribati
2022	Fiji
2023	Quần đảo Solomon
2024	New Zealand
2025	Quần đảo Cook
2026	Quần đảo Samoa
2027	Úc
2028	Các tiểu đảo xa của Hoa Kỳ
2029	Hawaii
2030	Wallis và Futuna
2032	Châu Đại Dương
